reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
8c18d59c-8c09-4bdc-ab08-3e6737e89c98,Chisto Sejati,https://play-lh.googleusercontent.com/a-/ALV-UjVNTweJRzilwD4CVzDFAVQ4lZZJ28RpCfF4wb0qhgHzyqGFpik,Mau login di aplikasi terbaru tidak bisa..alasannya hp saya di root padahal tidak pernah di root..dan dulu di versi lama bisa login. Udah hapus chace hapus data juga sama saja ga bisa login. Tolong dong pemerintah lebih di permudah aksesnya bukan malah dipersulit,1,11,4.7.0,2024-04-19 07:50:15,,,4.7.0
24742b5a-8ed7-496c-8b2e-2724be713d6e,Muhamad aziz Muhamadaziz,https://play-lh.googleusercontent.com/a/ACg8ocLk2aJmq37fXUi8R5ymAIwy_l8midW1Tt3mxSISpd05OkvZOw=mo,"Aplikasi nya mempersulit ini, untuk registrasi lama banget dan untuk kode otp lewat SMS ga masuk2 udah nyoba dengan nomer yang berbeda dan bahkan beli kartu baru tapi tetap kode otp nya ga muncul2 udah seminggu ini proses verifikasinya ga bisa2.",1,5,4.7.0,2024-04-24 05:09:45,Hi.. Mohon maaf atas ketidaknyamanannya. Pastikan jaringan baik dan No HP yang terdaftar adalah no HP prabayar yang aktif dengan pulsa yang mencukupi agar kode OTP dapat masuk.Terima kasih.,2024-04-30 03:26:54,4.7.0
fcfbcd47-bdde-4ad6-922d-2140bedc80f6,Febryan lubis,https://play-lh.googleusercontent.com/a-/ALV-UjWxvoLzt9gkhDoaoFUf2n6BSwBxPL7msPDo4wODNL63XajjQg-s,"Saya sangat tidak nyaman dengan aplilkasi mobile jkn yng saat ini, aplikasi sampah offline trus padahal jaringan oke smuanya aman kode verifikasi sudah masuk tapi aplikasi dibuka terus²an blg tidak bisa di proses offline,aplikasi sialan mempersulit org!!",1,8,4.7.0,2024-04-16 01:38:55,,,4.7.0
f11d73a6-a7a9-47bd-8915-723712a7fb63,Sari,https://play-lh.googleusercontent.com/a-/ALV-UjV-kPkmfwwHJKh-am1YEJFFnsEFDPG_ZvXCkf-uTdnp0pIhURWG,"Tidak bisa masuk aplikasi, ""aplikasi tidak bisa berjalan pada emulator"". Apanya? Ga bantu banget. Udh di uninstall di reinstall, ga ngaruh juga. Udh restart HPnya, updatean sudah yg terbaru. Tidak ada perubahan juga. Masih seperti itu aja. Tolong jawaban dan solusinya ditunggu. Terima kasih",1,8,4.7.0,2024-04-21 11:32:21,,,4.7.0
01747c6f-f20a-47fa-b017-cef39d2f2b21,Wira Chan,https://play-lh.googleusercontent.com/a-/ALV-UjWen01tkPiad7dpKKthqjjRyPH1UTFygKeN9F-mrRKC90Sp-pcp,"Setelah update koq malah tidak bisa dibuka pada emulator sudah bolak balik tutup buka aplikasinya sama saja tidak bisa dibuka, jaringan internet normal, tetap tidak bisa...parah sich ini apk dari nln lalu ampe sekarang tidak bisa dipake",1,6,4.7.0,2024-04-22 12:21:32,,,4.7.0
b9ae143e-7d5f-43fb-bcba-a3869b54f4a5,Sulis Setianingsih Rahayu,https://play-lh.googleusercontent.com/a-/ALV-UjVKuyB5H3GOVzTLOAhZ3sRz5R2YZcfPuaqHG1S5gyemnoRjq44Z,"Pendaftarannya sulit sekali, vertifikasi no telp berkali kali tapi ga ada sms masuk. Ganti nomer hp tetap sama. Tolong di upgrade gimana mau pakai aplikasinya kalo begini",1,1,4.7.0,2024-05-03 09:22:43,,,4.7.0
39345ac0-2538-494a-b75b-b43a7cd858d6,imam kurniawan,https://play-lh.googleusercontent.com/a/ACg8ocLaFW4mNxIXQBBMnkUTm_nbNuBVFHNVRrNkW5Vyx0Z98mKfOA=mo,"Sebelumnya saya sudah menggunakan applikasi ini beberapa tahun dan ga ada masalah, tapi tiba2 sekarang tidak bisa dipakai karena error tidak bisa berjalan pada emulator dan masalah root device, sudah install ulang tetap tidak bisa, aneh banget tidak ada solusi kah?",1,7,4.7.0,2024-04-19 02:09:19,,,4.7.0
6ac90c0b-073d-4be9-a919-16366f553f01,Ndiend Art,https://play-lh.googleusercontent.com/a-/ALV-UjVmXWrvre5hZNa67AAElxlb-PWR1FfcJx5r9Okc-oB6KqB9F6sa,"Lemot lemot , mau pindah faskes aja susah banget nyari kelinik nya , padahal dimap udah ketemu , tpi pas mau perubahan faskes malah ngga ada sama sekali , lemot , perbaiki lagi kalo mau digitalisasi , jangan seperti ini aplikasi masih percobaan sudah di lempar ke masyarakat , bukan memudahkan tapi menyusahkan , t@l@\",1,4,4.7.0,2024-04-12 17:03:12,"Hi.. Mohon maaf atas ketidaknyamanannya. Terkait kendala yang dialami, Anda dapat menyampaikan kendala dengan melampirkan screenshot/video ke alamat email : keluhan.mobile@bpjs-kesehatan.go.id untuk kemudahan proses tindak lanjut. Terima kasih.",2024-04-17 01:37:21,4.7.0
6b6d94ff-9525-43de-bf12-2df8a74a1c00,Reza Azura,https://play-lh.googleusercontent.com/a-/ALV-UjX07DpguJXYfZDAfPr---C4AInqSH4OPzpdn9-nv8evBVxU3ikK,"aplikasinya tolong lah ya, susah sekali ingin ambil antriannya, ujung2nya malah notif ""hanya bisa daftar sekali sehari"" padahal belum terdaftar, alhasil daftar manual. trus juga katanya disuruh review ketika selesai berobat, ehh pas direview gagal mulu, gak jelas bgt. trus juga pas saya install di hp saya yang lain gk mau, katanya ""tidak bisa masuk jika menggunakan emulator atau sudah root"" padahal hp gk pernah di root root (redmi 7a)",1,1,4.7.0,2024-05-07 00:55:51,,,4.7.0
a38ae772-3115-4fed-bd9c-31850331e0c5,Wirawan Wisnu Wisanggeni,https://play-lh.googleusercontent.com/a-/ALV-UjWjiEDSoeVv-qcYq2tcSGqjuOXqim5fu-WK2vfZ4F3VhHzkv6qp,"Saya sudah mendaftar dan akan login menggunakan NIK, Password, dan Chapta. Setelah berulang kali saya cek tidak ada yang salah, saya berinisiatif untuk meng-klik ""Lupa Kata Sandi"" lalu mengisi NIK dan Chapta. Ternyata tidak bisa juga. Berulang kali saya cek, NIK dan Password saya sudah benar tetapi yang dipermasalahkan adalah Chapta yabg salah. Kenapa? Padahal saya sudah memasukkan chapta berkali-kali dan jelas itu benar. Tolong pihak Mobile JKN diperbaiki lagi masslah pendaftaran ini!",1,0,4.7.0,2024-05-07 11:04:14,,,4.7.0
4e31b6ca-429b-40f9-805a-9ed4eeb2146d,Arvia Chimmy,https://play-lh.googleusercontent.com/a/ACg8ocLhG1kTahaE33EIac4o2rAhMgYrpiRLEAGk8HGiJAUhzicyUA=mo,"Teruntuk kakak yang terhormat,mohon maaf sekali jika saya sudah kecewa dengan aplikasi ini.mau daftar aja bukanya aplikasi sat set malah lambat kek siput,padahal keadaan mendesak banget.kode otp juga nggak dikirim kirim lewat SMS malah nunggu 300 detik.kalo nggak niat bikin aplikasi mending nggak usah buat lah.bukanya tambah bikin nyaman malah nyusahin masyarakat yang kurang mampu,apalagi kalo butuh banget keadaan mendesak.kalo bisa diperbaiki deh yang ini bikin nggak nyaman tau.",1,4,4.7.0,2024-04-09 17:08:19,"Hi.. Mohon maaf atas ketidaknyamanannya. Pastikan jaringan baik dan No HP yang terdaftar adalah no HP prabayar yang aktif dengan pulsa yang mencukupi agar kode OTP dapat masuk. Saat ini Operator yang sudah tersedia untuk SMS OTP adalah pengguna Telkomsel, Indosat dan Smartfren. Terima kasih.",2024-04-17 06:04:28,4.7.0
